television_cable,wifi,seche_cheveux,monoxyde_carbone_detect,salle_sport,fer_repasser,parking_sur-place,extincteur,Climatisation,Jacuzzi,machine_laver,Capacite_accueil,NbChambres,frais_menage,Caution,frais_menage,seche_linge,cheminee_interieur,pourEnfants_famille,Piscine,NbLits,television,PrixNuitee,Latitude,Longitude
0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,56.049974167541095,44.8383184088,-0.58139769
1,1,0,0,0,0,0,0,1,0,0,4,2,0,350,0,0,0,1,0,0,0,94.62419029881224,44.8388302918,-0.5688584277
0,1,0,0,0,0,1,0,0,0,0,2,0,0,100,0,0,0,1,0,0,1,31.065487532576274,44.8255837007,-0.573964536
0,1,1,0,0,1,0,1,0,0,0,4,2,30,200,30,0,0,1,0,0,0,85.77839942166578,44.8345776658,-0.5683492449
0,1,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,1,41.26684104550005,44.856524461,-0.5667138175
0,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,40.604282578618935,44.8673927925,-0.5533343661
1,1,1,1,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1,66.05548986193122,44.837521564,-0.5690126059
1,1,0,0,0,1,0,0,0,0,1,2,1,7,0,7,0,0,0,0,1,1,50.402017209259576,44.8252403587,-0.5549597386
1,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1,64.98095700978098,44.854730691,-0.6101098942
0,1,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,58.23425848310577,44.8334603524,-0.5682480646
0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,39.17954432617455,44.843899363,-0.558314783
0,1,1,0,0,1,0,0,0,0,1,10,6,90,800,90,0,1,1,0,0,1,223.77245370110288,44.8304315669,-0.5822303399
0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,47.47737770601877,44.8341620579,-0.564596737
1,1,1,0,0,1,0,0,0,0,1,4,1,0,350,0,1,0,1,0,2,1,81.06692269246052,44.8410333359,-0.5798718901
0,1,1,0,0,1,1,0,0,0,1,6,3,25,480,25,1,0,1,0,0,1,126.71145645779205,44.8664334639,-0.6329392366
1,1,1,0,0,1,0,1,0,0,1,6,2,35,0,35,1,1,1,0,0,1,118.87355479143574,44.8472353682,-0.5796127556
1,0,0,0,0,1,0,0,0,0,1,4,1,25,800,25,0,0,1,0,0,0,85.2977121408538,44.8272414586,-0.5969723117
0,1,1,0,0,1,1,0,0,0,1,4,2,0,250,0,1,0,1,0,2,1,84.4497719839175,44.8150043252,-0.5726308886
0,0,0,0,0,0,0,0,0,0,1,4,1,0,150,0,0,0,1,0,1,1,67.90868266813496,44.8267610899,-0.5580199988
0,1,0,0,0,1,0,0,0,0,1,2,1,30,500,30,0,0,0,0,0,1,64.22957325750694,44.8391887515,-0.5744733353
0,1,1,0,0,1,0,0,0,0,1,2,1,10,200,10,0,0,1,0,0,1,51.235758122581075,44.8356057853,-0.5704158077
1,1,0,0,0,1,1,0,0,0,1,6,2,30,650,30,1,0,1,0,0,1,120.5072672812641,44.8603626679,-0.5548059715
0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,50.430980613538985,44.8531739748,-0.5693868397
0,1,1,0,0,1,0,0,0,0,1,2,1,10,400,10,0,0,1,0,0,1,56.38590972773071,44.8265044934,-0.5755468037
0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,36.69429153561008,44.8520153292,-0.5807101501
0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,45.23002072671884,44.8358646965,-0.5755048996
0,0,0,0,0,0,0,0,0,0,0,2,0,30,500,30,0,0,0,0,1,1,57.71618470727201,44.8371921136,-0.5749572213
0,1,1,0,0,1,0,0,0,0,1,9,5,50,500,50,0,0,1,0,0,1,180.9297328150835,44.8536155356,-0.5874041686
0,1,0,0,0,0,1,0,0,0,1,4,2,0,200,0,1,0,1,0,0,0,78.23345930286553,44.8408361596,-0.5491561275
0,1,0,0,0,0,0,0,0,0,1,3,1,15,200,15,0,0,1,0,0,0,54.33865943400324,44.8312859415,-0.5674455607
0,0,1,0,0,0,0,0,0,0,0,3,0,10,400,10,0,0,0,0,0,0,53.19533432394487,44.8311506001,-0.5950087782
0,1,0,0,0,0,1,0,0,0,1,4,1,10,0,10,0,0,1,0,0,1,58.20043033940397,44.855906804,-0.5741499656
0,1,1,1,0,1,1,0,0,0,0,2,1,0,200,0,0,0,1,0,0,1,49.54875307713127,44.8276232169,-0.5711742228
0,1,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,65.11624383489983,44.8501895762,-0.5702386071
1,1,1,0,0,1,0,0,0,0,1,4,1,0,250,0,0,0,1,0,0,1,70.17902718150948,44.8359029238,-0.5754838718
0,1,1,0,0,1,1,0,0,0,1,3,2,35,400,35,1,0,1,0,0,0,81.72673819459864,44.8326922075,-0.5624748236
0,1,1,1,0,1,0,0,0,0,1,4,2,20,250,20,0,0,1,0,0,0,80.33246095766334,44.8692369399,-0.5491850293
0,1,1,0,0,1,0,0,0,0,1,4,1,40,150,40,1,0,0,0,1,1,82.55473167374322,44.8467247991,-0.5865102504
0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,1,0,1,0,1,1,70.17262402012824,44.8478821972,-0.5756307373
0,1,0,0,0,1,1,0,0,0,1,2,1,10,120,10,0,0,1,0,0,1,43.5042019709373,44.8242810138,-0.608615352
0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,39.34843477238677,44.8383514265,-0.5762356817
0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,36.285842077428526,44.8461446512,-0.5818295474
0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,38.13378696469054,44.8301309481,-0.5594087834
0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,0,1,0,46.991247426019044,44.8381781067,-0.5747572593
0,1,0,1,0,1,0,0,0,0,1,3,1,20,400,20,0,0,0,0,2,1,68.85751804484593,44.8370919774,-0.5670555283
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,42.097157194196186,44.8374495592,-0.5708243499
0,1,0,0,0,0,0,0,1,0,1,4,2,0,300,0,0,1,1,0,0,1,97.45420938139148,44.832829871,-0.5617281621
0,1,0,0,0,0,1,0,0,0,1,2,1,8,0,8,0,0,0,0,0,1,44.40438151679899,44.8403981192,-0.608381068
1,1,1,1,0,0,0,0,0,0,0,3,1,20,200,20,0,0,0,0,0,1,74.77467797548934,44.8469029419,-0.5787196079
0,1,0,0,0,1,0,0,0,0,1,3,1,0,250,0,0,0,1,0,1,1,56.749605960042395,44.8454674271,-0.5805221686
0,0,0,0,0,0,0,0,0,0,1,3,1,13,100,13,0,0,1,0,0,0,55.04284710313708,44.8290855474,-0.5688713318
0,1,0,0,0,1,0,0,0,0,1,4,2,0,450,0,0,0,1,0,2,0,77.16589497442213,44.8351236562,-0.5703218886
0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,48.995564129415314,44.8546582957,-0.5774678688
0,1,1,0,1,1,0,0,0,0,1,1,1,50,1000,50,1,0,1,0,0,1,98.30131766605462,44.8226056713,-0.5648973776
0,0,0,0,0,0,0,0,0,0,0,2,1,0,300,0,0,0,0,0,0,1,61.49727351029179,44.8323071639,-0.5676555755
0,1,1,1,0,1,0,0,0,0,1,3,1,30,150,30,0,0,0,0,0,1,66.32718881451981,44.8446743148,-0.5894544172
1,1,1,1,0,1,0,0,0,0,1,2,0,30,400,30,1,0,0,0,1,1,63.12676236412232,44.8367306592,-0.5787770769
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,42.787827703649526,44.8375521345,-0.5753065853
0,1,0,0,0,1,1,0,0,0,1,4,1,10,0,10,0,0,1,0,0,1,55.91505364321142,44.8572066229,-0.5869939107
0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,55.19355372743545,44.8232239382,-0.5643945803
0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,44.57170842998154,44.8484156199,-0.5861704374
1,1,1,0,0,1,0,1,0,0,1,2,1,30,300,30,0,0,0,0,0,1,68.60781004705458,44.8427223783,-0.5736037463
0,1,1,0,0,1,0,0,0,0,1,6,3,80,1000,80,0,1,1,1,0,0,152.98244507438397,44.8464663466,-0.5951756394
0,1,1,0,0,1,1,0,0,0,1,4,1,0,700,0,1,0,1,0,0,1,81.97035399488003,44.8532676372,-0.5846853514
1,1,1,0,0,0,0,0,0,0,0,2,1,25,300,25,0,0,0,0,0,1,68.332732836234,44.8369272312,-0.5669542597
0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,40.77455718896959,44.8495850523,-0.6002812171
0,1,1,0,0,1,1,0,0,0,0,2,0,12,200,12,0,0,1,0,0,1,34.915190150947915,44.8329558331,-0.5796793109
1,1,1,0,0,1,0,0,0,0,1,4,2,0,2000,0,0,0,1,0,3,1,128.92691393259008,44.8385198504,-0.573174671
1,1,0,0,0,0,0,1,0,0,0,4,1,0,400,0,0,0,0,0,0,1,84.3576184846509,44.837694915,-0.5737127741
0,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,42.08444928512286,44.8321497729,-0.5930581377
0,1,0,0,0,1,1,0,0,0,1,4,1,0,500,0,0,0,0,0,0,1,68.81916236850753,44.8639933315,-0.5702293245
0,1,0,0,0,1,0,0,0,0,1,2,1,0,200,0,0,0,0,0,0,1,50.21873047351908,44.8251067148,-0.5779647081
1,1,0,0,0,0,0,0,0,0,1,3,1,0,500,0,0,0,0,0,2,1,71.46340175361048,44.8460183523,-0.5808002781
1,1,0,0,0,0,1,0,0,0,0,3,2,0,500,0,0,0,1,0,0,0,76.09877758423673,44.852065118,-0.578875754
0,1,0,0,0,0,1,0,0,0,1,4,1,0,200,0,0,0,1,0,0,0,54.32058491545357,44.8322354992,-0.568151571
0,1,0,0,0,0,1,0,0,0,1,5,2,30,150,30,1,0,1,0,0,1,97.91679999920237,44.8478533215,-0.6171206338
0,1,1,0,0,1,1,0,0,0,1,6,2,30,500,30,0,0,1,0,0,1,104.36119979360564,44.8203539866,-0.5503862093
0,1,1,0,0,1,1,0,0,0,1,4,2,20,700,20,0,0,1,0,0,0,84.98041173429135,44.827157353,-0.5858315619
0,1,0,0,0,0,1,0,0,0,1,4,1,0,400,0,0,0,0,0,2,1,67.76306547291946,44.859450784,-0.5600854968
0,0,0,0,0,0,0,0,0,0,0,2,0,7,150,7,0,0,0,0,0,0,37.33285460071552,44.8318037081,-0.5689514686
0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,5,0,0,0,0,0,0,47.88485676159901,44.8431434501,-0.5856580015
1,1,1,1,1,1,1,1,0,0,1,4,1,0,300,0,1,0,1,0,0,1,99.22222044594318,44.8335404012,-0.5710276759
0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,20.316000491614012,44.8213988556,-0.5755112333
0,1,1,0,0,1,0,0,0,0,1,4,1,0,500,0,0,0,1,0,0,1,72.3667230402483,44.8333120975,-0.5755173273
0,0,1,0,0,0,0,0,0,0,0,2,1,25,1000,25,0,0,0,0,0,1,85.80657430335238,44.8415874952,-0.5722512853
1,1,0,0,0,1,0,0,0,0,1,4,1,20,200,20,0,0,1,0,0,1,72.03614216958033,44.855213509,-0.5696564628
0,1,0,0,0,0,1,0,0,0,1,3,2,30,0,30,0,0,1,0,0,1,69.47402616239424,44.8576942789,-0.610115262
0,1,0,0,0,0,0,0,0,0,1,4,2,5,0,5,0,0,0,0,0,0,71.8013657487875,44.8279846572,-0.5687242984
